Title;Book Author;Book Narrator;audioRuntime;Categories;average_rating;ratings_count;price;audioRuntime_converted;average_rating_converted;ratings_count_converted;category_converted
When He Was Wicked;Julia Quinn;Rosalyn Landor;11.29;Romance;4.8;1780;10;3;4;3;18
The Awakening;Nora Roberts;Barrie Kreinik;15.27;Romance;4.8;5358;12;4;4;4;18
Dr Stanton;T L Swan;Elena Wolfe;18.33;Romance;4.8;140;10;4;4;2;18
Afterlife;Dannika Dark;Nicole Poole;0.11;Romance;4.9;259;7;1;4;2;18
From the Embers;Aly Martinez;Connor Crais;07.29;Romance;4.9;15;8;3;4;1;18
Magical Midlife Meeting;K.F. Breene;Nicole Poole;07.52;Romance;4.9;720;9;3;4;2;18
Could Have Been Us;Corinne Michaels;Ava Erickson;09.20;Romance;4.9;360;9;3;4;2;18
Anarchy;Tate James;Noelle Bridges;09.58;Romance;4.9;57;8;3;4;1;18
Pas de deux;E. J. Noyes;Abby Craden;10.15;Romance;4.9;74;8;3;4;1;18
Money-Changers Have Taken Over the Temple (and the World!);Philo Sophist;411 Audio;0.03;Religion & Spirituality;5;2;7;1;5;1;17
Is Demythologization a Real Option?;Philo Sophist;411 Audio;0.03;Religion & Spirituality;5;3;7;1;5;1;17
Is It Really the Sin of Ham?;A. Biographer;411 Audio;0.04;Religion & Spirituality;5;3;7;1;5;1;17
Christians Who Dwell in Uganda;Liberty Student;411 Audio;0.10;Religion & Spirituality;5;1;7;1;5;1;17
A Book of Prayers for Children;Mel Madsen;Nan McNamara;0.10;Religion & Spirituality;5;22;7;1;5;1;17
Profound Good;Blake K. Healy;Blake K. Healy;04.25;Religion & Spirituality;5;220;10;3;5;2;17
Grace for the Moment Family Devotional;Max Lucado;Ben Holland;04.57;Religion & Spirituality;5;4;9;3;5;1;17
Just Pray;John Hannah;Calvin Robinson;05.48;Religion & Spirituality;5;26;9;3;5;1;17
Out of the Cave;Chris Hodges;Mark Smeby;06.54;Religion & Spirituality;5;6;9;3;5;1;17
Don't Give the Enemy a Seat at Your Table;Louie Giglio;Louie Giglio;07.32;Religion & Spirituality;5;33;9;3;5;1;17
Alchemy: A Channeled Text;Paul Selig;Paul Selig;13.09;Religion & Spirituality;5;340;10;3;5;2;17
Methods of Apologetics;Philo Sophist;411 Audio;0.04;Religion & Spirituality;1.8;5;3;1;1;1;17
A Beginner's Guide to Using Pendulum Dowsing for Everyday Divination;Dayanara Blue Star;Gene Blake;0.30;Religion & Spirituality;3.8;23;5;1;3;1;17
The Pineal Gland: The Eye of God;Manly P. Hall;John Riddle;0.29;Religion & Spirituality;4.4;178;7;1;4;2;17
The God Delusion;Richard Dawkins;Richard Dawkins;13.52;Religion & Spirituality;4.5;11945;11;3;4;4;17
James Earl Jones Reads The Bible: King James Version;Topics Media Group;James Earl Jones;17.15;Religion & Spirituality;4.5;1045;11;4;4;3;17
Waking Up;Sam Harris;Sam Harris;05.53;Religion & Spirituality;4.6;10520;11;3;4;4;17
Science Set Free;Rupert Sheldrake;Rupert Sheldrake;12.52;Religion & Spirituality;4.6;450;9;3;4;2;17
Autobiography of a Yogi;Paramahansa Yogananda;Ben Kingsley;17.50;Religion & Spirituality;4.6;4788;11;4;4;3;17
Behold a Pale Horse;Milton William Cooper;Milton William Cooper;02.54;Religion & Spirituality;4.7;1958;9;2;4;3;17
100 Days to Brave;Annie F. Downs;Annie F. Downs;03.54;Religion & Spirituality;4.7;271;8;2;4;2;17
Secrets of the Seer;Jamie Galloway;William Crockett;05.34;Religion & Spirituality;4.7;201;9;3;4;2;17
Wild at Heart;John Eldredge;John Eldredge;08.20;Religion & Spirituality;4.7;4774;10;3;4;3;17
Don't Drop the Mic;T. D. Jakes;T. D. Jakes;10.29;Religion & Spirituality;4.7;108;9;3;4;2;17
Journey of Souls;Michael Newton;Peter Berkrot;11.18;Religion & Spirituality;4.7;2448;10;3;4;3;17
Summary of Gary Zukav’s The Seat of the Soul by Milkyway Media;Milkyway Media;Joseph Passaro;0.21;Religion & Spirituality;4.8;14;6;1;4;1;17
None Like Him;Jen Wilkin;Jen Wilkin;04.02;Religion & Spirituality;4.8;373;9;3;4;2;17
Next Level Thinking;Joel Osteen;Joel Osteen;04.03;Religion & Spirituality;4.8;1012;10;3;4;3;17
Mere Christianity;C. S. Lewis;Julian Rhind-Tutt;07.06;Religion & Spirituality;4.8;10552;11;3;4;4;17
Signs;Laura Lynne Jackson;Laura Lynne Jackson;09.20;Religion & Spirituality;4.8;2560;10;3;4;3;17
Empath and Psychic Abilities;Mindfulness Lodge;Lizzie Richards;11.48;Religion & Spirituality;4.8;110;9;3;4;2;17
The Unseen Realm;Dr. Michael S. Heiser;Gordon Greenhill;15.43;Religion & Spirituality;4.8;2084;11;4;4;3;17
The War in Your Head: A Feature Message from The Supernatural Power of a Transformed Mind;Bill Johnson;Chris Thom;0.28;Religion & Spirituality;4.9;230;7;1;4;2;17
Keys to Heaven's Economy;Shawn Bolz;Greg Simms;03.14;Religion & Spirituality;4.9;366;8;2;4;2;17
Gentle and Lowly;Dane C. Ortlund;Dane C. Ortlund;05.17;Religion & Spirituality;4.9;792;9;3;4;2;17
When Women Pray;T. D. Jakes;Brent Jennings;05.26;Religion & Spirituality;4.9;556;9;3;4;2;17
School of Biblical Evangelism;Ray Comfort;Ray Comfort;05.39;Religion & Spirituality;4.9;21;8;3;4;1;17
Woman Evolve;Sarah Jakes Roberts;Sarah Roberts;06.13;Religion & Spirituality;4.9;569;9;3;4;2;17
Fault Lines;Voddie T. Baucham;Mirron Willis;08.02;Religion & Spirituality;4.9;628;9;3;4;2;17
Chicken Soup for the Soul: Think Positive;Jack Canfield;Tanya Eby;10.39;Relationships, Parenting & Personal Development;4;151;9;3;4;2;16
The Ego;Anonymous G.;Andrew Amador;0.11;Relationships, Parenting & Personal Development;5;6;7;1;5;1;16
Why Are There Bullies and What Can You Do About Them?;Rich Linville;Jerry Fischer;0.14;Relationships, Parenting & Personal Development;5;2;7;1;5;1;16
Daily Affirmations for Positive Thoughts;Maxwell Woodland;Daniel Taylor;0.14;Relationships, Parenting & Personal Development;5;45;7;1;5;1;16
Affirmations for Productivity;Maxwell Woodland;Ken Kamlet;0.15;Relationships, Parenting & Personal Development;5;45;7;1;5;1;16
The Power Of: M.I.N.D;Anonymous G;Andrew Amador;0.24;Relationships, Parenting & Personal Development;5;5;7;1;5;1;16
Braving the Wilderness by Brené Brown - Book Summary;Dean Bokhari;Dean Bokhari;0.29;Relationships, Parenting & Personal Development;5;1;7;1;5;1;16
Self-Discipline Handbook: Self-Discipline in 10 Days;Kathrin Deshotels;David Parker;02.42;Relationships, Parenting & Personal Development;5;303;9;2;5;2;16
Peaceful on Purpose;Joel Osteen;Joel Osteen;02.57;Relationships, Parenting & Personal Development;5;64;8;2;5;1;16
Autodisciplina diaria [Daily Self-Discipline];G. Christian;Martín Vidal;03.01;Relationships, Parenting & Personal Development;5;208;9;2;5;2;16
Improve Your People Skills;Robert Johnson;Ivan Busenius;03.08;Relationships, Parenting & Personal Development;5;206;9;2;5;2;16
Memory Improvement for Beginners;Jonathan D. Speakman;Chas Mandala;03.35;Relationships, Parenting & Personal Development;5;207;9;2;5;2;16
Self Confidence Workbook;Barbara Horseback;Linda Grey Amandina;03.57;Relationships, Parenting & Personal Development;5;284;9;2;5;2;16
Overthinking;Richard Wilson;Kenneth Ellison;04.44;Relationships, Parenting & Personal Development;5;415;10;3;5;2;16
Communication in Relationships: Couples Communication + Questions for Couples;Steve Keller;Bobby Pierce;05.08;Relationships, Parenting & Personal Development;5;205;10;3;5;2;16
Letters to a Starseed;Rebecca Campbell;Rebecca Campbell;06.48;Relationships, Parenting & Personal Development;5;3;9;3;5;1;16
Family Driven Faith;Voddie Baucham Jr.;Calvin Robinson;07.19;Relationships, Parenting & Personal Development;5;275;10;3;5;2;16
Boundary Boss;Terri Cole MSW LCSW;Terri Cole MSW LCSW;07.54;Relationships, Parenting & Personal Development;5;62;9;3;5;1;16
Empath;Judith Heal;Keshia Smith;10.18;Relationships, Parenting & Personal Development;5;279;10;3;5;2;16
Just Jones';Andy Andrews;Andy Andrews;11.15;Relationships, Parenting & Personal Development;5;287;10;3;5;2;16
Cognitive Behavioral Therapy: 3 Books in 1;Alex Michels;Kevin Harding;11.22;Relationships, Parenting & Personal Development;5;205;10;3;5;2;16
Effective Couples Therapy: 4 Books in 1;Scarlett Miller;Madison Jackson;23.37;Relationships, Parenting & Personal Development;5;9;10;4;5;1;16
How to Get Kids to Listen & Listen So Kids Will Talk;J.D. Rockefeller;Allison McKay;0.21;Relationships, Parenting & Personal Development;3.6;17;5;1;3;1;16
Summary of Shad Helmstetter's What to Say When You Talk to Your Self by Milkyway Media;Milkyway Media;Adrienne Walker;0.24;Relationships, Parenting & Personal Development;3.7;41;5;1;3;1;16
Summary of Lundy Bancroft’s Why Does He Do That? by Swift Reads;Swift Reads;Adrienne Walker;0.29;Relationships, Parenting & Personal Development;3.7;7;5;1;3;1;16
The Untethered Soul: The Journey Beyond Yourself by Michael A. Singer;Eureka Books;Michael Pauley;0.26;Relationships, Parenting & Personal Development;3.8;86;5;1;3;1;16
Adventures in Opting Out;Cait Flanders;Christine Lakin;06.18;Relationships, Parenting & Personal Development;4.3;76;8;3;4;1;16
1-2-3 Magic Teen;Thomas W. Phelan PhD;Paul Costanzo;04.18;Relationships, Parenting & Personal Development;4.4;27;8;3;4;1;16
Excuses Begone!;Dr. Wayne W. Dyer;Dr. Wayne W. Dyer;07.20;Relationships, Parenting & Personal Development;4.4;1622;10;3;4;3;16
Awakening Joy;James Baraz;James Baraz;13.27;Relationships, Parenting & Personal Development;4.4;133;9;3;4;2;16
The 10X Rule by Grant Cardone - Book Summary;Dean Bokhari;Dean Bokhari;0.24;Relationships, Parenting & Personal Development;4.5;41;6;1;4;1;16
Como Curar El Estrés Crónico Laboral De Manera Efectiva [How to Effectively Cure Chronic Work-Related Stress];Jorge O. Chiesa;Alfonso Sales;0.28;Relationships, Parenting & Personal Development;4.5;13;6;1;4;1;16
Forgiveness & Loving the Inner Child;Louise L. Hay;Louise L. Hay;0.29;Relationships, Parenting & Personal Development;4.5;253;7;1;4;2;16
The 100/0 Principle;Al Ritter;Don Hagen;01.19;Relationships, Parenting & Personal Development;4.5;57;7;2;4;1;16
The War of Art;Steven Pressfield;Steven Pressfield;02.29;Relationships, Parenting & Personal Development;4.5;6136;10;2;4;4;16
Anger Management for Parents;Susan Garcia;Samantha Novak;03.04;Relationships, Parenting & Personal Development;4.5;153;8;2;4;2;16
Present over Perfect;Shauna Niequist;Shauna Niequist;04.44;Relationships, Parenting & Personal Development;4.5;7795;11;3;4;4;16
The Subtle Art of Not Giving a F*ck;Mark Manson;Roger Wayne;05.17;Relationships, Parenting & Personal Development;4.5;143539;12;3;4;5;16
The 80/80 Marriage;Nate Klemp;Roger Wayne;06.28;Relationships, Parenting & Personal Development;4.5;45;8;3;4;1;16
The Golden Key to Strategy;Gary Gagliardi;Gary Gagliardi;07.19;Relationships, Parenting & Personal Development;4.5;10;8;3;4;1;16
10% Happier;Dan Harris;Dan Harris;07.50;Relationships, Parenting & Personal Development;4.5;72;8;3;4;1;16
Meditation for Fidgety Skeptics;Dan Harris;Dan Harris;08.34;Relationships, Parenting & Personal Development;4.5;1535;10;3;4;3;16
The Purpose Driven Life;Rick Warren;Rick Warren;09.38;Relationships, Parenting & Personal Development;4.5;4224;10;3;4;3;16
The Montessori Baby;Simone Davies;Robin Miles;10.51;Relationships, Parenting & Personal Development;4.5;2;8;3;4;1;16
Ståsteder;Svend Brinkmann;Mikkel Hansen;0.05;Relationships, Parenting & Personal Development;4.6;5;6;1;4;1;16
The 5 Love Languages by Gary Chapman - Book Summary;Dean Bokhari;Dean Bokhari;0.30;Relationships, Parenting & Personal Development;4.6;93;6;1;4;1;16
101 Questions to Ask Before You Get Engaged;H. Norman Wright;Patrick Miller;01.22;Relationships, Parenting & Personal Development;4.6;83;7;2;4;1;16
Awaken the Giant Within;Anthony Robbins;Anthony Robbins;01.31;Relationships, Parenting & Personal Development;4.6;15044;10;2;4;4;16
Potty Training in 3 Days;Brandi Brucks;Kim Handysides;01.56;Relationships, Parenting & Personal Development;4.6;241;8;2;4;2;16
Unfu*k Yourself;Gary John Bishop;Gary John Bishop;03.24;Relationships, Parenting & Personal Development;4.6;73022;11;2;4;5;16
The Secret;Rhonda Byrne;Rhonda Byrne;04.24;Relationships, Parenting & Personal Development;4.6;23893;12;3;4;5;16
The Miracle Morning;Hal Elrod;Rob Actis;04.57;Relationships, Parenting & Personal Development;4.6;14102;11;3;4;4;16
Revelation;Russell Brand;Russell Brand;05.17;Relationships, Parenting & Personal Development;4.6;1477;10;3;4;3;16
10 Things Every Woman Needs to Know About Men;Eric Charles;Erin Spencer;05.26;Relationships, Parenting & Personal Development;4.6;285;9;3;4;2;16
Share Your Stuff. I'll Go First.;Laura Tremaine;Laura Tremaine;05.54;Relationships, Parenting & Personal Development;4.6;138;9;3;4;2;16
How to Stop Losing Your Sh*t with Your Kids;Carla Naumburg PhD;Patricia Rodriguez;06.23;Relationships, Parenting & Personal Development;4.6;280;9;3;4;2;16
1-2-3 Magic;Thomas W. Phelan PhD;Paul Costanzo;07.01;Relationships, Parenting & Personal Development;4.6;744;9;3;4;2;16
The 5 Second Rule;Mel Robbins;Mel Robbins;07.35;Relationships, Parenting & Personal Development;4.6;42930;12;3;4;5;16
The Power of Now;Eckhart Tolle;Eckhart Tolle;07.37;Relationships, Parenting & Personal Development;4.6;30289;12;3;4;5;16
Oh Crap! Potty Training;Jamie Glowacki;Meredith Mitchell;08.04;Relationships, Parenting & Personal Development;4.6;827;9;3;4;2;16
Self-Compassion;Kristin Neff;Xe Sands;08.59;Relationships, Parenting & Personal Development;4.6;2219;10;3;4;3;16
Bringing Up Bébé;Pamela Druckerman;Abby Craden;09.08;Relationships, Parenting & Personal Development;4.6;5091;11;3;4;4;16
Una vida con Ángeles: Mensajes para iluminar tu día [A Life with Angels: Messages to Light Up Your Day];Tania Karam;Tania Karam;0.16;Relationships, Parenting & Personal Development;4.7;158;7;1;4;2;16
10 Secrets for Success and Inner Peace;Dr. Wayne W. Dyer;Dr. Wayne W. Dyer;01.49;Relationships, Parenting & Personal Development;4.7;211;8;2;4;2;16
Make Your Bed;William H. McRaven;William H. McRaven;01.53;Relationships, Parenting & Personal Development;4.7;16064;10;2;4;4;16
The Four Agreements;don Miguel Ruiz;Peter Coyote;02.31;Relationships, Parenting & Personal Development;4.7;35939;11;2;4;5;16
The Universe Has Your Back;Gabrielle Bernstein;Gabrielle Bernstein;04.31;Relationships, Parenting & Personal Development;4.7;12194;11;3;4;4;16
Didn't See That Coming;Rachel Hollis;Rachel Hollis;04.58;Relationships, Parenting & Personal Development;4.7;3465;10;3;4;3;16
Eight Dates;John Gottman PhD;James Patrick Cronin;05.09;Relationships, Parenting & Personal Development;4.7;436;9;3;4;2;16
Get Out of Your Head;Jennie Allen;Jennie Allen;05.29;Relationships, Parenting & Personal Development;4.7;3150;10;3;4;3;16
Raising Good Humans;Hunter Clarke-Fields MSAE;Jennifer Gilmour;05.37;Relationships, Parenting & Personal Development;4.7;100;8;3;4;1;16
It's Not Supposed to Be This Way;Lysa TerKeurst;Lysa TerKeurst;06.07;Relationships, Parenting & Personal Development;4.7;3943;10;3;4;3;16
The Greatest Secret;Rhonda Byrne;Rhonda Byrne;06.20;Relationships, Parenting & Personal Development;4.7;779;9;3;4;2;16
The Battlefield of the Mind;Joyce Meyer;Pat Lentz;06.27;Relationships, Parenting & Personal Development;4.7;5263;11;3;4;4;16
How to Win Friends & Influence People;Dale Carnegie;Andrew MacMillan;07.15;Relationships, Parenting & Personal Development;4.7;82649;12;3;4;5;16
The Knowing;Saje Dyer;Saje Dyer;07.28;Relationships, Parenting & Personal Development;4.7;28;8;3;4;1;16
Forgiving What You Can't Forget;Lysa TerKeurst;Lysa TerKeurst;08.07;Relationships, Parenting & Personal Development;4.7;827;9;3;4;2;16
How to Talk So Kids Will Listen & Listen So Kids Will Talk;Adele Faber;Susan Bennett;08.24;Relationships, Parenting & Personal Development;4.7;3545;10;3;4;3;16
1000+ Little Things Happy Successful People Do Differently;Marc Chernoff;Marc Chernoff;08.50;Relationships, Parenting & Personal Development;4.7;15;8;3;4;1;16
The Conscious Parent;Dr. Shefali Tsabary;Dr. Shefali Tsabary;09.32;Relationships, Parenting & Personal Development;4.7;1855;10;3;4;3;16
The Rational Male;Rollo Tomassi;Sam Botta;14.20;Relationships, Parenting & Personal Development;4.7;5290;11;3;4;4;16
The 7 Day Mental Diet;Emmet Fox;Jason McCoy;0.17;Relationships, Parenting & Personal Development;4.8;88;6;1;4;1;16
Analysis of Gay Hendricks’s The Big Leap;Milkyway Media;Natalie Gray;0.21;Relationships, Parenting & Personal Development;4.8;4;6;1;4;1;16
Neville Goddard - Believe in It;Neville Goddard;Clay Lomakayu;0.26;Relationships, Parenting & Personal Development;4.8;614;7;1;4;2;16
The Law of Success;Paramahansa Yogananda;Jason McCoy;0.27;Relationships, Parenting & Personal Development;4.8;171;7;1;4;2;16
The Universe Always Has a Plan;Matt Kahn;Matt Kahn;03.17;Relationships, Parenting & Personal Development;4.8;563;8;2;4;2;16
No Bad Kids;Janet Lansbury;Janet Lansbury;03.29;Relationships, Parenting & Personal Development;4.8;3169;9;2;4;3;16
Love Language Minute for Couples;Gary Chapman;Chris Fabry;03.58;Relationships, Parenting & Personal Development;4.8;28;7;2;4;1;16
The Five Love Languages: The Secret to Love That Lasts;Gary Chapman;Gary Chapman;04.46;Relationships, Parenting & Personal Development;4.8;32961;12;3;4;5;16
Badass Habits;Jen Sincero;Jen Sincero;04.51;Relationships, Parenting & Personal Development;4.8;720;9;3;4;2;16
Nonviolent Communication;Marshall Rosenberg PhD;Marshall Rosenberg PhD;05.09;Relationships, Parenting & Personal Development;4.8;6137;11;3;4;4;16
Give Them Lala;Lala Kent;Lala Kent;05.44;Relationships, Parenting & Personal Development;4.8;348;9;3;4;2;16
The 5 Love Languages of Children;Gary Chapman;Chris Fabry;05.48;Relationships, Parenting & Personal Development;4.8;2441;10;3;4;3;16
Relationship Goals;Michael Todd;Ameen Gaines;05.51;Relationships, Parenting & Personal Development;4.8;2585;10;3;4;3;16
The Decision;Kevin Hart;Kevin Hart;05.54;Relationships, Parenting & Personal Development;4.8;7972;11;3;4;4;16
Don't Believe the Swipe;Mandy Hale;Emily Ellet;06.17;Relationships, Parenting & Personal Development;4.8;11;8;3;4;1;16
You Are a Badass®;Jen Sincero;Jen Sincero;06.22;Relationships, Parenting & Personal Development;4.8;2126;10;3;4;3;16
No More Mr. Nice Guy;Dr Robert Glover;Dr Robert Glover;06.49;Relationships, Parenting & Personal Development;4.8;3924;10;3;4;3;16
Ask and It Is Given;Esther Hicks;Jerry Hicks;06.51;Relationships, Parenting & Personal Development;4.8;861;9;3;4;2;16
The Great Sex Rescue;Sheila Wray Gregoire;Sheila Wray Gregoire;07.09;Relationships, Parenting & Personal Development;4.8;5;8;3;4;1;16
101 Tactics for Spiritual Warfare;Jennifer LeClaire;Nan McNamara;07.28;Relationships, Parenting & Personal Development;4.8;85;8;3;4;1;16
How to Be a 3% Man;Corey Wayne;Corey Wayne;07.33;Relationships, Parenting & Personal Development;4.8;11459;11;3;4;4;16
Live Free;DeVon Franklin;DeVon Franklin;08.33;Relationships, Parenting & Personal Development;4.8;49;8;3;4;1;16
Untangled;Lisa Damour;Lisa Damour;08.37;Relationships, Parenting & Personal Development;4.8;2605;10;3;4;3;16
The Book of Joy;His Holiness the Dalai Lama;Douglas Carlton Abrams;10.12;Relationships, Parenting & Personal Development;4.8;10545;11;3;4;4;16
The Seven Principles for Making Marriage Work;John M. Gottman PhD;Eric Michael Summerer;10.17;Relationships, Parenting & Personal Development;4.8;557;9;3;4;2;16
Breaking the Habit of Being Yourself;Joe Dispenza;Adam Boyce;10.49;Relationships, Parenting & Personal Development;4.8;949;9;3;4;2;16
Think Like a Monk;Jay Shetty;Jay Shetty;10.54;Relationships, Parenting & Personal Development;4.8;5538;11;3;4;4;16
Psycho-Cybernetics;Maxwell Maltz;Matt Furey;12.16;Relationships, Parenting & Personal Development;4.8;2100;10;3;4;3;16
How to Analyze People to Improve Your Life;Psychology and Human Behavior Institute;Reigning Voices (Jason Belvill);14.13;Relationships, Parenting & Personal Development;4.8;462;9;3;4;2;16
In His Image;Jen Wilkin;Jen Wilkin;04.14;Relationships, Parenting & Personal Development;4.9;306;9;3;4;2;16
The Unplugged Alpha;Richard Cooper;Richard Cooper;04.36;Relationships, Parenting & Personal Development;4.9;925;9;3;4;2;16
Love Her Well;Kari Kampakis;Kari Kampakis;05.03;Relationships, Parenting & Personal Development;4.9;29;8;3;4;1;16
The Ruthless Elimination of Hurry;John Mark Comer;John Mark Comer;05.20;Relationships, Parenting & Personal Development;4.9;2988;10;3;4;3;16
How to Be a Modern Samurai;Antony Cummins;John Telfer;06.47;Relationships, Parenting & Personal Development;4.9;21;8;3;4;1;16
Everybody Fights;Kim Holderness;Kim Holderness;06.54;Relationships, Parenting & Personal Development;4.9;576;9;3;4;2;16
You Will Get Through This Night;Daniel Howell;Daniel Howell;06.55;Relationships, Parenting & Personal Development;4.9;56;8;3;4;1;16
The Way of Integrity;Martha Beck;Martha Beck;08.51;Relationships, Parenting & Personal Development;4.9;316;9;3;4;2;16
Can't Hurt Me;David Goggins;David Goggins;13.37;Relationships, Parenting & Personal Development;4.9;136442;12;3;4;5;16
Dialogues with the Master: Part 21;Max Khan;Edward Lloyd;0.02;Politics & Social Sciences;5;1;7;1;5;1;15
Mott v. Duncan Petroleum;A. Biographer;411 Audio;0.02;Politics & Social Sciences;5;4;7;1;5;1;15
Dialogues with the Master: Part 12;Max Khan;Edward Lloyd;0.03;Politics & Social Sciences;5;1;7;1;5;1;15
Douglas Corporation v. Green;A. Biographer;411 Audio;0.05;Politics & Social Sciences;5;1;7;1;5;1;15
Can Time Have a Beginning?;Philo Sophist;411 Audio;0.05;Politics & Social Sciences;5;3;7;1;5;1;15
Are Good and Evil Definable Properties Across Cultures and Eras?;Philo Sophist;411 Audio;0.05;Politics & Social Sciences;5;3;7;1;5;1;15
A Priori Knowledge;J.-M. Kuczynski;Norma Jean Gradsky;0.06;Politics & Social Sciences;5;5;7;1;5;1;15
Democracy and Delusion;Sizwe Mpofu-Walsh;Hangwi Lephatsi;06.19;Politics & Social Sciences;5;1;9;3;5;1;15
Fool's Errand: Time to End the War in Afghanistan;Scott Horton;Scott Horton;09.36;Politics & Social Sciences;5;447;10;3;5;2;15
American Crusade;Pete Hegseth;Pete Hegseth;09.58;Politics & Social Sciences;5;619;10;3;5;2;15
The Menopause Manifesto;Dr. Jen Gunter;Jen Gunter;13.04;Politics & Social Sciences;5;1;9;3;5;1;15
Shape;Jordan Ellenberg;Jordan Ellenberg;14.23;Politics & Social Sciences;5;1;9;3;5;1;15
The Controlled Demolition of the American Empire;Jeff Berwick;Patrick Smith;17.26;Politics & Social Sciences;5;24;10;4;5;1;15
Man's Search for Meaning by Viktor Frankl - Book Summary;Dean Bokhari;Dean Bokhari;0.17;Politics & Social Sciences;4.3;4;6;1;4;1;15
The Illuminati;Jim Marrs;Terrence Bayes;19.23;Politics & Social Sciences;4.3;324;10;4;4;2;15
What is Knowledge?;J.-M. Kuczynski;J.-M. Kuczynski;0.26;Politics & Social Sciences;4.4;35;6;1;4;1;15
Beyond Religion;His Holiness the Dalai Lama;Martin Sheen;05.43;Politics & Social Sciences;4.5;2483;10;3;4;3;15
White Fragility;Robin DiAngelo;Amy Landon;06.21;Politics & Social Sciences;4.5;18920;11;3;4;4;15
Hillbilly Elegy;J. D. Vance;J. D. Vance;06.49;Politics & Social Sciences;4.5;50244;12;3;4;5;15
Women Who Run with the Wolves;Clarissa Pinkola Estés;Clarissa Pinkola Estes;02.18;Politics & Social Sciences;4.6;5691;10;2;4;4;15
Press Reset;Jason Schreier;Ray Chase;08.14;Politics & Social Sciences;4.6;147;9;3;4;2;15
How Democracies Die;Steven Levitsky;Fred Sanders;08.24;Politics & Social Sciences;4.6;2155;10;3;4;3;15
Letting Go;David R. Hawkins MD. PHD.;Peter Lownds PhD;12.23;Politics & Social Sciences;4.6;4890;10;3;4;3;15
This Is How They Tell Me the World Ends;Nicole Perlroth;Allyson Ryan;18.31;Politics & Social Sciences;4.6;263;10;4;4;2;15
Zero Fail;Carol Leonnig;Maggi-Meg Reed;20.26;Politics & Social Sciences;4.6;225;10;4;4;2;15
48 Laws of Power;Robert Greene;Richard Poe;23.06;Politics & Social Sciences;4.6;16175;12;4;4;4;15
Esto es agua [This Is Water];David Foster Wallace;Carlos Manuel Vesga;0.28;Politics & Social Sciences;4.7;22;6;1;4;1;15
The Mastery of Love;don Miguel Ruiz;Jill Eikenberry;02.33;Politics & Social Sciences;4.7;6311;10;2;4;4;15
You Are Enough;Panache Desai;Panache Desai;04.25;Politics & Social Sciences;4.7;146;9;3;4;2;15
Cosmic Queries;James Trefil;Neil deGrasse Tyson;06.18;Politics & Social Sciences;4.7;282;9;3;4;2;15
Burnout;Emily Nagoski;Emily Nagoski;07.01;Politics & Social Sciences;4.7;2505;10;3;4;3;15
Ten Lessons for a Post-Pandemic World;Fareed Zakaria;Fareed Zakaria;07.24;Politics & Social Sciences;4.7;881;9;3;4;2;15
Taboo;Wilfred Reilly;Mirron Willis;08.43;Politics & Social Sciences;4.7;107;9;3;4;2;15
A New Earth;Eckhart Tolle;Eckhart Tolle;09.12;Politics & Social Sciences;4.7;15779;11;3;4;4;15
Pussy;Regena Thomashauer;Regena Thomashauer;09.32;Politics & Social Sciences;4.7;1163;10;3;4;3;15
Evicted;Matthew Desmond;Dion Graham;11.03;Politics & Social Sciences;4.7;5080;11;3;4;4;15
21 Lessons for the 21st Century;Yuval Noah Harari;Derek Perkins;11.50;Politics & Social Sciences;4.7;11316;11;3;4;4;15
Hate Inc.;Matt Taibbi;Robert Fass;12.09;Politics & Social Sciences;4.7;1284;10;3;4;3;15
Chasing the Scream;Johann Hari;Tim Gerard Reynolds;14.10;Politics & Social Sciences;4.7;4174;10;3;4;3;15
Sapiens;Yuval Noah Harari;Derek Perkins;15.17;Politics & Social Sciences;4.7;43410;13;4;4;5;15
The Mastery of Self;Don Miguel Ruiz Jr.;Charlie Varon;03.30;Politics & Social Sciences;4.8;2479;9;2;4;3;15
The Art of Living;Thích Nhất Hạnh;Edoardo Ballerini;05.01;Politics & Social Sciences;4.8;3541;10;3;4;3;15
How to Destroy America in Three Easy Steps;Ben Shapiro;Ben Shapiro;06.19;Politics & Social Sciences;4.8;3913;10;3;4;3;15
Irreversible Damage;Abigail Shrier;Pamela Almand;09.01;Politics & Social Sciences;4.8;1294;10;3;4;3;15
Cynical Theories;Helen Pluckrose;Helen Pluckrose;09.32;Politics & Social Sciences;4.8;867;9;3;4;2;15
How to Be an Antiracist;Ibram X. Kendi;Ibram X. Kendi;10.43;Politics & Social Sciences;4.8;11410;11;3;4;4;15
Democracy: The God That Failed;Hans-Hermann Hoppe;Paul Strikwerda;12.13;Politics & Social Sciences;4.8;4;8;3;4;1;15
Caste (Oprah's Book Club);Isabel Wilkerson;Robin Miles;14.26;Politics & Social Sciences;4.8;12665;11;3;4;4;15
The New Jim Crow;Michelle Alexander;Karen Chilton;16.57;Politics & Social Sciences;4.8;11232;12;4;4;4;15
The 48 Laws of Power (1ST);Robert Greene;Richard Green;23.07;Politics & Social Sciences;4.8;247;10;4;4;2;15
Faucian Bargain;Steve Deace;Aaron McIntire;02.56;Politics & Social Sciences;4.9;497;8;2;4;2;15
The Deep Rig;Patrick Byrne;Patrick Byrne;04.57;Politics & Social Sciences;4.9;93;8;3;4;1;15
